name,year,return,complete_calendar_year
STATIC70_BIL_0bps,2024,0.1876773064,True
STATIC70_BIL_0bps,2025,0.1359825742,True
STATIC70_BIL_0bps,2026,0.07750948436,False
ABS12_BIL_0bps,2016,0.05825279221,True
ABS12_BIL_0bps,2017,0.216496372,True
ABS12_BIL_0bps,2018,-0.04451695128,True
ABS12_BIL_0bps,2019,0.1753593401,True
ABS12_BIL_0bps,2020,0.03139875193,True
ABS12_BIL_0bps,2021,0.2851540647,True
ABS12_BIL_0bps,2022,-0.122457102,True
ABS12_BIL_0bps,2023,0.1724957447,True
ABS12_BIL_0bps,2024,0.2486538204,True
ABS12_BIL_0bps,2025,0.1772008761,True
ABS12_BIL_0bps,2026,0.1005208916,False
SMA10_BIL_0bps,2016,0.05825279221,True
SMA10_BIL_0bps,2017,0.216496372,True
SMA10_BIL_0bps,2018,-0.0620898587,True
SMA10_BIL_0bps,2019,0.08903625195,True
SMA10_BIL_0bps,2020,0.1916925673,True
SMA10_BIL_0bps,2021,0.2851540647,True
SMA10_BIL_0bps,2022,-0.2102167686,True
SMA10_BIL_0bps,2023,0.08530095861,True
SMA10_BIL_0bps,2024,0.2486538204,True
SMA10_BIL_0bps,2025,0.1226909928,True
SMA10_BIL_0bps,2026,0.003736483309,False
SPY_BIL_10bps,2016,0.1339460544,True
SPY_BIL_10bps,2017,0.216496372,True
SPY_BIL_10bps,2018,-0.04451695128,True
SPY_BIL_10bps,2019,0.3119342131,True
SPY_BIL_10bps,2020,0.1821952575,True
SPY_BIL_10bps,2021,0.2851540647,True
SPY_BIL_10bps,2022,-0.1813934928,True
SPY_BIL_10bps,2023,0.2607654262,True
SPY_BIL_10bps,2024,0.2486538204,True
SPY_BIL_10bps,2025,0.1772008761,True
SPY_BIL_10bps,2026,0.1005208916,False
DEFENSIVE_BIL_10bps,2016,0.0002752810248,True
DEFENSIVE_BIL_10bps,2017,0.006873087281,True
DEFENSIVE_BIL_10bps,2018,0.01696488376,True
DEFENSIVE_BIL_10bps,2019,0.02053412847,True
DEFENSIVE_BIL_10bps,2020,0.003929734937,True
DEFENSIVE_BIL_10bps,2021,-0.0009775058699,True
DEFENSIVE_BIL_10bps,2022,0.01359071182,True
DEFENSIVE_BIL_10bps,2023,0.04956265187,True
DEFENSIVE_BIL_10bps,2024,0.05195214402,True
DEFENSIVE_BIL_10bps,2025,0.04154461231,True
DEFENSIVE_BIL_10bps,2026,0.02076458716,False
STATIC80_BIL_10bps,2016,0.1064667039,True
STATIC80_BIL_10bps,2017,0.1718198057,True
STATIC80_BIL_10bps,2018,-0.03060912925,True
STATIC80_BIL_10bps,2019,0.2495328684,True
STATIC80_BIL_10bps,2020,0.1531162398,True
STATIC80_BIL_10bps,2021,0.2232695769,True
STATIC80_BIL_10bps,2022,-0.1428443331,True
STATIC80_BIL_10bps,2023,0.2174223585,True
STATIC80_BIL_10bps,2024,0.2076855583,True
STATIC80_BIL_10bps,2025,0.1495602617,True
STATIC80_BIL_10bps,2026,0.08518798439,False
STATIC70_BIL_10bps,2016,0.09286539571,True
STATIC70_BIL_10bps,2017,0.1500140229,True
STATIC70_BIL_10bps,2018,-0.02395203403,True
STATIC70_BIL_10bps,2019,0.2191176116,True
STATIC70_BIL_10bps,2020,0.1371243138,True
STATIC70_BIL_10bps,2021,0.1932295274,True
STATIC70_BIL_10bps,2022,-0.1234416591,True
STATIC70_BIL_10bps,2023,0.1959408253,True
STATIC70_BIL_10bps,2024,0.1875044505,True
STATIC70_BIL_10bps,2025,0.135831231,True
STATIC70_BIL_10bps,2026,0.07740188507,False
ABS12_BIL_10bps,2016,0.05297525912,True
ABS12_BIL_10bps,2017,0.216496372,True
ABS12_BIL_10bps,2018,-0.04451695128,True
ABS12_BIL_10bps,2019,0.1706672915,True
ABS12_BIL_10bps,2020,0.02728139576,True
ABS12_BIL_10bps,2021,0.2851540647,True
ABS12_BIL_10bps,2022,-0.1242104345,True
ABS12_BIL_10bps,2023,0.1701530958,True
ABS12_BIL_10bps,2024,0.2486538204,True
ABS12_BIL_10bps,2025,0.1772008761,True
ABS12_BIL_10bps,2026,0.1005208916,False
SMA10_BIL_10bps,2016,0.05297525912,True
SMA10_BIL_10bps,2017,0.216496372,True
SMA10_BIL_10bps,2018,-0.06583400722,True
SMA10_BIL_10bps,2019,0.08035871547,True
SMA10_BIL_10bps,2020,0.1869353163,True
SMA10_BIL_10bps,2021,0.2851540647,True
SMA10_BIL_10bps,2022,-0.2165098307,True
SMA10_BIL_10bps,2023,0.07665318527,True
SMA10_BIL_10bps,2024,0.2486538204,True
SMA10_BIL_10bps,2025,0.1182091969,True
SMA10_BIL_10bps,2026,-0.0002704447616,False
SPY_BIL_20bps,2016,0.1328143718,True
SPY_BIL_20bps,2017,0.216496372,True
SPY_BIL_20bps,2018,-0.04451695128,True
SPY_BIL_20bps,2019,0.3119342131,True
SPY_BIL_20bps,2020,0.1821952575,True
SPY_BIL_20bps,2021,0.2851540647,True
SPY_BIL_20bps,2022,-0.1813934928,True
SPY_BIL_20bps,2023,0.2607654262,True
SPY_BIL_20bps,2024,0.2486538204,True
SPY_BIL_20bps,2025,0.1772008761,True
SPY_BIL_20bps,2026,0.1005208916,False
DEFENSIVE_BIL_20bps,2016,-0.0007229976988,True
DEFENSIVE_BIL_20bps,2017,0.006873087281,True
DEFENSIVE_BIL_20bps,2018,0.01696488376,True
DEFENSIVE_BIL_20bps,2019,0.02053412847,True
DEFENSIVE_BIL_20bps,2020,0.003929734937,True
DEFENSIVE_BIL_20bps,2021,-0.0009775058699,True
DEFENSIVE_BIL_20bps,2022,0.01359071182,True
DEFENSIVE_BIL_20bps,2023,0.04956265187,True
DEFENSIVE_BIL_20bps,2024,0.05195214402,True
DEFENSIVE_BIL_20bps,2025,0.04154461231,True
DEFENSIVE_BIL_20bps,2026,0.02076458716,False
STATIC80_BIL_20bps,2016,0.1052832428,True
STATIC80_BIL_20bps,2017,0.171734559,True
STATIC80_BIL_20bps,2018,-0.0307234807,True
STATIC80_BIL_20bps,2019,0.2493391938,True
STATIC80_BIL_20bps,2020,0.1528031047,True
STATIC80_BIL_20bps,2021,0.223138672,True
STATIC80_BIL_20bps,2022,-0.1430311031,True
STATIC80_BIL_20bps,2023,0.2172369231,True
STATIC80_BIL_20bps,2024,0.2075518317,True
STATIC80_BIL_20bps,2025,0.1494436799,True
STATIC80_BIL_20bps,2026,0.08510565052,False
STATIC70_BIL_20bps,2016,0.09167189757,True
STATIC70_BIL_20bps,2017,0.1499039924,True
STATIC70_BIL_20bps,2018,-0.02410305071,True
STATIC70_BIL_20bps,2019,0.2188696871,True
STATIC70_BIL_20bps,2020,0.13671985,True
STATIC70_BIL_20bps,2021,0.1930615969,True
STATIC70_BIL_20bps,2022,-0.1236920147,True
STATIC70_BIL_20bps,2023,0.195701478,True
STATIC70_BIL_20bps,2024,0.1873315237,True
STATIC70_BIL_20bps,2025,0.1356798723,True
STATIC70_BIL_20bps,2026,0.07729426609,False
ABS12_BIL_20bps,2016,0.04772508247,True
ABS12_BIL_20bps,2017,0.216496372,True
ABS12_BIL_20bps,2018,-0.04451695128,True
ABS12_BIL_20bps,2019,0.1659939644,True
ABS12_BIL_20bps,2020,0.02318046793,True
ABS12_BIL_20bps,2021,0.2851540647,True
ABS12_BIL_20bps,2022,-0.1259602673,True
ABS12_BIL_20bps,2023,0.1678151229,True
ABS12_BIL_20bps,2024,0.2486538204,True
ABS12_BIL_20bps,2025,0.1772008761,True
ABS12_BIL_20bps,2026,0.1005208916,False
SMA10_BIL_20bps,2016,0.04772508247,True
SMA10_BIL_20bps,2017,0.216496372,True
SMA10_BIL_20bps,2018,-0.0695632165,True
SMA10_BIL_20bps,2019,0.07175030521,True
SMA10_BIL_20bps,2020,0.1821970469,True
SMA10_BIL_20bps,2021,0.2851540647,True
SMA10_BIL_20bps,2022,-0.2227527616,True
SMA10_BIL_20bps,2023,0.06807430107,True
SMA10_BIL_20bps,2024,0.2486538204,True
SMA10_BIL_20bps,2025,0.1137452835,True
SMA10_BIL_20bps,2026,-0.004261385093,False
SPY_ZERO_CASH_0bps,2016,0.1350800005,True
SPY_ZERO_CASH_0bps,2017,0.216496372,True
SPY_ZERO_CASH_0bps,2018,-0.04451695128,True
SPY_ZERO_CASH_0bps,2019,0.3119342131,True
SPY_ZERO_CASH_0bps,2020,0.1821952575,True
SPY_ZERO_CASH_0bps,2021,0.2851540647,True
SPY_ZERO_CASH_0bps,2022,-0.1813934928,True
SPY_ZERO_CASH_0bps,2023,0.2607654262,True
SPY_ZERO_CASH_0bps,2024,0.2486538204,True
SPY_ZERO_CASH_0bps,2025,0.1772008761,True
SPY_ZERO_CASH_0bps,2026,0.1005208916,False
DEFENSIVE_ZERO_CASH_0bps,2016,0,True
DEFENSIVE_ZERO_CASH_0bps,2017,0,True
DEFENSIVE_ZERO_CASH_0bps,2018,0,True
DEFENSIVE_ZERO_CASH_0bps,2019,0,True
DEFENSIVE_ZERO_CASH_0bps,2020,0,True
DEFENSIVE_ZERO_CASH_0bps,2021,0,True
DEFENSIVE_ZERO_CASH_0bps,2022,0,True
DEFENSIVE_ZERO_CASH_0bps,2023,0,True
DEFENSIVE_ZERO_CASH_0bps,2024,0,True
DEFENSIVE_ZERO_CASH_0bps,2025,0,True
DEFENSIVE_ZERO_CASH_0bps,2026,0,False
STATIC80_ZERO_CASH_0bps,2016,0.1073750779,True
STATIC80_ZERO_CASH_0bps,2017,0.1703188956,True
STATIC80_ZERO_CASH_0bps,2018,-0.03376988824,True
STATIC80_ZERO_CASH_0bps,2019,0.2447350451,True
STATIC80_ZERO_CASH_0bps,2020,0.1524358016,True
STATIC80_ZERO_CASH_0bps,2021,0.2236357316,True
STATIC80_ZERO_CASH_0bps,2022,-0.1449923538,True
STATIC80_ZERO_CASH_0bps,2023,0.2060435275,True
STATIC80_ZERO_CASH_0bps,2024,0.1958033679,True
STATIC80_ZERO_CASH_0bps,2025,0.1404458995,True
STATIC80_ZERO_CASH_0bps,2026,0.08086159716,False
STATIC70_ZERO_CASH_0bps,2016,0.09364936577,True
STATIC70_ZERO_CASH_0bps,2017,0.1477865875,True
STATIC70_ZERO_CASH_0bps,2018,-0.02873907493,True
STATIC70_ZERO_CASH_0bps,2019,0.2120541561,True
STATIC70_ZERO_CASH_0bps,2020,0.1360781189,True
STATIC70_ZERO_CASH_0bps,2021,0.1937424589,True
STATIC70_ZERO_CASH_0bps,2022,-0.1267652674,True
STATIC70_ZERO_CASH_0bps,2023,0.1791527725,True
STATIC70_ZERO_CASH_0bps,2024,0.1699708736,True
STATIC70_ZERO_CASH_0bps,2025,0.1223127835,True
STATIC70_ZERO_CASH_0bps,2026,0.0709433307,False
ABS12_ZERO_CASH_0bps,2016,0.05789248279,True
ABS12_ZERO_CASH_0bps,2017,0.216496372,True
ABS12_ZERO_CASH_0bps,2018,-0.04451695128,True
ABS12_ZERO_CASH_0bps,2019,0.171086722,True
ABS12_ZERO_CASH_0bps,2020,0.03149345627,True
ABS12_ZERO_CASH_0bps,2021,0.2851540647,True
ABS12_ZERO_CASH_0bps,2022,-0.1339531587,True
ABS12_ZERO_CASH_0bps,2023,0.1561361195,True
ABS12_ZERO_CASH_0bps,2024,0.2486538204,True
ABS12_ZERO_CASH_0bps,2025,0.1772008761,True
ABS12_ZERO_CASH_0bps,2026,0.1005208916,False
SMA10_ZERO_CASH_0bps,2016,0.05789248279,True
SMA10_ZERO_CASH_0bps,2017,0.216496372,True
SMA10_ZERO_CASH_0bps,2018,-0.06379250538,True
SMA10_ZERO_CASH_0bps,2019,0.08310603671,True
SMA10_ZERO_CASH_0bps,2020,0.1897986373,True
SMA10_ZERO_CASH_0bps,2021,0.2851540647,True
SMA10_ZERO_CASH_0bps,2022,-0.2181529644,True
SMA10_ZERO_CASH_0bps,2023,0.07700539138,True
SMA10_ZERO_CASH_0bps,2024,0.2486538204,True
SMA10_ZERO_CASH_0bps,2025,0.1148241917,True
SMA10_ZERO_CASH_0bps,2026,0.0006135659485,False
SPY_ZERO_CASH_10bps,2016,0.1339460544,True
SPY_ZERO_CASH_10bps,2017,0.216496372,True
SPY_ZERO_CASH_10bps,2018,-0.04451695128,True
SPY_ZERO_CASH_10bps,2019,0.3119342131,True
SPY_ZERO_CASH_10bps,2020,0.1821952575,True
SPY_ZERO_CASH_10bps,2021,0.2851540647,True
SPY_ZERO_CASH_10bps,2022,-0.1813934928,True
SPY_ZERO_CASH_10bps,2023,0.2607654262,True
SPY_ZERO_CASH_10bps,2024,0.2486538204,True
SPY_ZERO_CASH_10bps,2025,0.1772008761,True
SPY_ZERO_CASH_10bps,2026,0.1005208916,False
DEFENSIVE_ZERO_CASH_10bps,2016,0,True
DEFENSIVE_ZERO_CASH_10bps,2017,0,True
DEFENSIVE_ZERO_CASH_10bps,2018,0,True
DEFENSIVE_ZERO_CASH_10bps,2019,0,True
DEFENSIVE_ZERO_CASH_10bps,2020,0,True
DEFENSIVE_ZERO_CASH_10bps,2021,0,True
DEFENSIVE_ZERO_CASH_10bps,2022,0,True
DEFENSIVE_ZERO_CASH_10bps,2023,0,True
DEFENSIVE_ZERO_CASH_10bps,2024,0,True
DEFENSIVE_ZERO_CASH_10bps,2025,0,True
DEFENSIVE_ZERO_CASH_10bps,2026,0,False
STATIC80_ZERO_CASH_10bps,2016,0.1064501151,True
STATIC80_ZERO_CASH_10bps,2017,0.1702753242,True
STATIC80_ZERO_CASH_10bps,2018,-0.03382769151,True
STATIC80_ZERO_CASH_10bps,2019,0.2446375198,True
STATIC80_ZERO_CASH_10bps,2020,0.1522799669,True
STATIC80_ZERO_CASH_10bps,2021,0.2235704205,True
STATIC80_ZERO_CASH_10bps,2022,-0.1450856136,True
STATIC80_ZERO_CASH_10bps,2023,0.2059504593,True
STATIC80_ZERO_CASH_10bps,2024,0.1957309231,True
STATIC80_ZERO_CASH_10bps,2025,0.1403867554,True
STATIC80_ZERO_CASH_10bps,2026,0.08082007115,False
STATIC70_ZERO_CASH_10bps,2016,0.09283270744,True
STATIC70_ZERO_CASH_10bps,2017,0.1477303596,True
STATIC70_ZERO_CASH_10bps,2018,-0.02881531201,True
STATIC70_ZERO_CASH_10bps,2019,0.2119295003,True
STATIC70_ZERO_CASH_10bps,2020,0.1358768581,True
STATIC70_ZERO_CASH_10bps,2021,0.1936586373,True
STATIC70_ZERO_CASH_10bps,2022,-0.1268901274,True
STATIC70_ZERO_CASH_10bps,2023,0.1790331156,True
STATIC70_ZERO_CASH_10bps,2024,0.1698775731,True
STATIC70_ZERO_CASH_10bps,2025,0.1222362448,True
STATIC70_ZERO_CASH_10bps,2026,0.0708891245,False
ABS12_ZERO_CASH_10bps,2016,0.05472408741,True
ABS12_ZERO_CASH_10bps,2017,0.216496372,True
ABS12_ZERO_CASH_10bps,2018,-0.04451695128,True
ABS12_ZERO_CASH_10bps,2019,0.1687468884,True
ABS12_ZERO_CASH_10bps,2020,0.02943253028,True
ABS12_ZERO_CASH_10bps,2021,0.2851540647,True
ABS12_ZERO_CASH_10bps,2022,-0.1348192055,True
ABS12_ZERO_CASH_10bps,2023,0.1549811384,True
ABS12_ZERO_CASH_10bps,2024,0.2486538204,True
ABS12_ZERO_CASH_10bps,2025,0.1772008761,True
ABS12_ZERO_CASH_10bps,2026,0.1005208916,False
SMA10_ZERO_CASH_10bps,2016,0.05472408741,True
SMA10_ZERO_CASH_10bps,2017,0.216496372,True
SMA10_ZERO_CASH_10bps,2018,-0.06566304982,True
SMA10_ZERO_CASH_10bps,2019,0.07878226443,True
SMA10_ZERO_CASH_10bps,2020,0.1874214172,True
SMA10_ZERO_CASH_10bps,2021,0.2851540647,True
SMA10_ZERO_CASH_10bps,2022,-0.2212741071,True
SMA10_ZERO_CASH_10bps,2023,0.07270597295,True
SMA10_ZERO_CASH_10bps,2024,0.2486538204,True
SMA10_ZERO_CASH_10bps,2025,0.1125967707,True
SMA10_ZERO_CASH_10bps,2026,-0.001385661955,False
SPY_ZERO_CASH_20bps,2016,0.1328143718,True
SPY_ZERO_CASH_20bps,2017,0.216496372,True
SPY_ZERO_CASH_20bps,2018,-0.04451695128,True
SPY_ZERO_CASH_20bps,2019,0.3119342131,True
SPY_ZERO_CASH_20bps,2020,0.1821952575,True
SPY_ZERO_CASH_20bps,2021,0.2851540647,True
SPY_ZERO_CASH_20bps,2022,-0.1813934928,True
SPY_ZERO_CASH_20bps,2023,0.2607654262,True
SPY_ZERO_CASH_20bps,2024,0.2486538204,True
SPY_ZERO_CASH_20bps,2025,0.1772008761,True
SPY_ZERO_CASH_20bps,2026,0.1005208916,False
DEFENSIVE_ZERO_CASH_20bps,2016,0,True
DEFENSIVE_ZERO_CASH_20bps,2017,0,True
DEFENSIVE_ZERO_CASH_20bps,2018,0,True
DEFENSIVE_ZERO_CASH_20bps,2019,0,True
DEFENSIVE_ZERO_CASH_20bps,2020,0,True
DEFENSIVE_ZERO_CASH_20bps,2021,0,True
DEFENSIVE_ZERO_CASH_20bps,2022,0,True
DEFENSIVE_ZERO_CASH_20bps,2023,0,True
DEFENSIVE_ZERO_CASH_20bps,2024,0,True
DEFENSIVE_ZERO_CASH_20bps,2025,0,True
DEFENSIVE_ZERO_CASH_20bps,2026,0,False
STATIC80_ZERO_CASH_20bps,2016,0.1055266022,True
STATIC80_ZERO_CASH_20bps,2017,0.170231693,True
STATIC80_ZERO_CASH_20bps,2018,-0.03388550875,True
STATIC80_ZERO_CASH_20bps,2019,0.2445399628,True
STATIC80_ZERO_CASH_20bps,2020,0.1521241055,True
STATIC80_ZERO_CASH_20bps,2021,0.223505044,True
STATIC80_ZERO_CASH_20bps,2022,-0.1451788427,True
STATIC80_ZERO_CASH_20bps,2023,0.2058573579,True
STATIC80_ZERO_CASH_20bps,2024,0.1956583956,True
STATIC80_ZERO_CASH_20bps,2025,0.1403275766,True
STATIC80_ZERO_CASH_20bps,2026,0.08077851968,False
STATIC70_ZERO_CASH_20bps,2016,0.09201715991,True
STATIC70_ZERO_CASH_20bps,2017,0.1476740649,True
STATIC70_ZERO_CASH_20bps,2018,-0.02889156382,True
STATIC70_ZERO_CASH_20bps,2019,0.2118048119,True
STATIC70_ZERO_CASH_20bps,2020,0.1356755739,True
STATIC70_ZERO_CASH_20bps,2021,0.1935747437,True
STATIC70_ZERO_CASH_20bps,2022,-0.1270149473,True
STATIC70_ZERO_CASH_20bps,2023,0.1789134242,True
STATIC70_ZERO_CASH_20bps,2024,0.1697841814,True
STATIC70_ZERO_CASH_20bps,2025,0.1221596683,True
STATIC70_ZERO_CASH_20bps,2026,0.07083488962,False
ABS12_ZERO_CASH_20bps,2016,0.05156622666,True
ABS12_ZERO_CASH_20bps,2017,0.216496372,True
ABS12_ZERO_CASH_20bps,2018,-0.04451695128,True
ABS12_ZERO_CASH_20bps,2019,0.1664117251,True
ABS12_ZERO_CASH_20bps,2020,0.02737571792,True
ABS12_ZERO_CASH_20bps,2021,0.2851540647,True
ABS12_ZERO_CASH_20bps,2022,-0.1356852524,True
ABS12_ZERO_CASH_20bps,2023,0.1538284626,True
ABS12_ZERO_CASH_20bps,2024,0.2486538204,True
ABS12_ZERO_CASH_20bps,2025,0.1772008761,True
ABS12_ZERO_CASH_20bps,2026,0.1005208916,False
SMA10_ZERO_CASH_20bps,2016,0.05156622666,True
SMA10_ZERO_CASH_20bps,2017,0.216496372,True
SMA10_ZERO_CASH_20bps,2018,-0.06752986064,True
SMA10_ZERO_CASH_20bps,2019,0.07447574411,True
SMA10_ZERO_CASH_20bps,2020,0.1850489421,True
SMA10_ZERO_CASH_20bps,2021,0.2851540647,True
SMA10_ZERO_CASH_20bps,2022,-0.2243827964,True
SMA10_ZERO_CASH_20bps,2023,0.06842370931,True
SMA10_ZERO_CASH_20bps,2024,0.2486538204,True
SMA10_ZERO_CASH_20bps,2025,0.1103737957,True
SMA10_ZERO_CASH_20bps,2026,-0.003380899385,False
